id,age,monthly_income,collateral_value,loan_amount,collateral_debt,monthly_payment,auto_year,Total_value,Total_monthly,pre_approved,form_completed,education_level,verified_restriction,zip_code,gender,expired_debts,dishonored_checks,protests
173310,-0.6875,-0.26666666666666666,-0.11764705882352941,-0.4,0.43442857142857144,-0.365948354483154,-1.0,0.2375296912114014,0.12707272727272728,0,0,9,2,3,1,0,0,0
173309,-0.0625,0.6666666666666666,2.176470588235294,-0.4,2.855857142857143,-0.5413138077494333,0.625,0.06493506493506493,0.042452,0,0,9,0,8,1,0,0,0
173304,1.6875,-0.16666666666666666,0.5294117647058824,-0.3,-0.0012857142857142856,-0.052114547776011676,0.125,0.20689655172413793,0.16,1,1,4,0,6,1,0,0,0
173303,-0.6875,-0.4,-0.5588235294117647,0.045,0.163,-0.2977304114443547,0.125,0.8111587982832618,0.16985555555555557,1,1,5,1,2,1,0,0,0
173301,-0.3125,-0.3333333333333333,0.35294117647058826,-0.3,-0.0012857142857142856,-0.052114547776011676,0.0,0.23076923076923078,0.2,1,0,7,0,1,1,0,0,0
173296,-0.1875,0.0,-0.5882352941176471,-0.4,-0.0012857142857142856,-0.4972509576048154,-0.125,0.5,0.07639,0,1,9,1,6,0,0,0,0
173295,0.125,0.3333333333333333,-0.23529411764705882,-0.38,0.5701428571428572,-0.19107798942074677,-1.0,0.26,0.08666750000000001,0,1,9,2,1,1,0,0,0
173288,-0.6875,-0.4666666666666667,-0.5294117647058824,-0.2,0.5701428571428572,0.5341741147041197,-1.625,0.4666666666666667,0.390625,0,0,9,2,3,0,0,0,0
173287,0.125,3.6666666666666665,0.17647058823529413,1.17,0.14157142857142857,4.748938166089064,-0.25,0.8625,0.16017857142857142,1,0,7,0,7,1,0,0,0
173286,-0.3125,1.0,-0.4117647058823529,0.1,-0.0012857142857142856,1.728457148813091,-0.625,0.7692307692307693,0.180555,0,1,9,2,2,1,0,0,0
173283,-0.8125,0.16666666666666666,-0.5882352941176471,-0.4,-0.0012857142857142856,-0.5515543163874196,-1.125,0.5,0.05952285714285715,1,0,6,0,9,0,0,0,0
173281,-0.5625,-0.3333333333333333,-0.8235294117647058,-0.4,-0.0012857142857142856,-0.22583839278734663,-0.125,0.8333333333333334,0.16666499999999998,0,0,9,1,3,1,0,0,0
173280,-0.5625,-0.6666666666666666,-0.7647058823529411,-0.27,0.2844285714285714,-0.41040206373609195,0.75,0.7,0.2625,0,0,9,1,5,1,0,0,0
173279,1.25,1.6666666666666667,0.47058823529411764,1.1,-0.0012857142857142856,1.1179352216171143,0.0,0.7142857142857143,0.10612875,1,1,9,0,3,1,0,0,0
173277,-1.0625,-0.2,-0.5294117647058824,-0.3,0.213,-0.052114547776011676,0.0,0.48,0.16666666666666666,1,1,7,1,7,1,0,0,0
173269,-0.5625,-0.33766666666666667,-0.6764705882352942,-0.3,1.4272857142857143,-0.37783047137608466,0.125,0.32432432432432434,0.13839959738298943,0,0,9,0,6,1,0,0,0
173266,-1.125,-0.16666666666666666,-0.5882352941176471,-0.2077,-0.0012857142857142856,0.10821585845688818,-0.875,0.6923,0.184612,0,0,9,2,1,1,0,0,0
173263,-0.8125,1.0,0.4989411764705882,0.5,0.713,0.7016963285301091,0.5,0.41813511737650083,0.11488166666666666,1,1,9,0,2,2,0,0,0
173262,1.8125,0.4166666666666667,1.1764705882352942,-0.4,-0.0012857142857142856,-0.5515543163874196,0.625,0.125,0.04901882352941177,1,0,5,0,2,1,0,0,0
173257,-0.3125,-0.06666666666666667,0.11764705882352941,-0.4,-0.0012857142857142856,-0.365948354483154,0.625,0.22727272727272727,0.09984285714285715,1,0,7,0,4,0,0,0,0
173256,-1.0,-0.3333333333333333,-0.8235294117647058,-0.4,-0.0012857142857142856,-0.22583839278734663,-1.625,0.8333333333333334,0.16666499999999998,0,0,9,2,4,1,0,0,0
173255,-0.1875,-0.49466666666666664,0.11764705882352941,-0.2178,0.6992857142857143,0.09067931313026034,0.5,0.25356824264049954,0.3,1,0,4,0,1,1,0,0,0
173252,-0.625,0.6666666666666666,0.5882352941176471,1.8,-0.0012857142857142856,1.1818015999166167,0.875,0.9,0.174708,1,0,9,2,1,0,0,0,0
173251,0.6875,0.0,0.5882352941176471,-0.1,2.1415714285714285,0.005784714803137367,0.75,0.17777777777777778,0.14074,0,1,9,1,5,0,0,0,0
173248,0.8125,1.6666666666666667,1.1764705882352942,0.1,0.14157142857142857,-0.008677072204705902,0.625,0.24390243902439024,0.052083750000000005,0,0,9,1,6,0,0,0,0
173247,0.6875,-0.3333333333333333,-0.30876470588235294,-0.1,-0.0012857142857142856,-0.2094744247856789,-0.375,0.5423361128059114,0.169805,1,0,8,0,9,1,0,0,0
173243,-0.4375,-0.16666666666666666,-0.47058823529411764,0.18,-0.0012857142857142856,0.1954295541600438,-1.0,0.9,0.198,0,0,9,2,7,1,0,0,0
173241,-0.25,-0.5,-0.23529411764705882,-0.3,0.24157142857142858,-0.44297365609609923,-0.625,0.3389830508474576,0.16666666666666666,0,0,9,2,1,1,0,0,0
173238,-0.4375,1.2333333333333334,-0.5882352941176471,0.0,-0.0012857142857142856,1.191807593089611,-1.125,0.9,0.13095223880597015,0,1,9,2,5,1,0,0,0
173237,0.0,-0.4,-0.5882352941176471,0.0,-0.0012857142857142856,-0.11725773249602627,-0.625,0.9,0.20833333333333334,0,0,9,2,7,0,0,0,0
173236,0.3125,0.06666666666666667,0.4117647058823529,0.6,1.9987142857142857,0.5341741147041197,0.5,0.36585365853658536,0.1953125,0,0,9,0,1,1,0,0,0
173235,0.3125,-0.5,-0.7058823529411765,-0.18,-0.0012857142857142856,-0.31268728665607004,-1.75,0.9,0.2,0,0,9,2,7,0,0,0,0
173234,0.0,-0.36666666666666664,-0.6470588235294118,-0.3,-0.0012857142857142856,-0.44297365609609923,-1.125,0.6666666666666666,0.13157894736842105,0,1,9,2,1,1,0,0,0
173233,0.5625,1.6666666666666667,1.607235294117647,1.1,-0.0012857142857142856,1.0770253016129454,0.25,0.42262747501215053,0.10416625,0,0,9,1,6,1,0,0,0
173232,-0.875,-0.3333333333333333,0.5882352941176471,-0.4,1.983,-0.22583839278734663,0.5,0.1139211665527455,0.16666499999999998,0,0,9,1,6,1,0,0,0
173226,0.375,-0.5,-0.5882352941176471,-0.4,0.2844285714285714,-0.22583839278734663,-1.25,0.4166666666666667,0.22222,0,0,9,2,2,1,0,0,0
173220,1.25,0.8333333333333334,0.5588235294117647,0.1,-0.0012857142857142856,0.3625348516038252,0.0,0.3389830508474576,0.10166,1,0,8,0,1,1,0,0,0
173219,-0.25,1.4333333333333333,-0.11764705882352941,0.72,0.713,0.2713343929958048,0.0,0.7043478260869566,0.0717986301369863,0,0,9,0,6,1,0,0,0
173218,-0.3125,-0.6666666666666666,-0.5,-0.18,-0.0012857142857142856,-0.4874273653490372,-0.625,0.6260869565217392,0.23294,0,0,9,2,1,0,0,0,0
173216,0.0625,-0.6,0.0,-0.4,0.35585714285714287,-0.22583839278734663,-0.875,0.2222222222222222,0.277775,0,0,9,2,8,1,0,0,0
173215,-0.625,-0.5,-0.058823529411764705,0.1,1.4272857142857143,-0.2513745211975924,0.375,0.3448275862068966,0.21568666666666664,0,0,9,1,1,1,0,0,0
173213,0.9375,-0.5,-0.6764705882352942,-0.2,-0.0012857142857142856,-0.504286421554577,-1.375,0.8235294117647058,0.15098,0,0,9,2,3,1,0,0,0
173212,-0.375,-0.32233333333333336,-0.29411764705882354,-0.4,-0.0012857142857142856,0.3170388513953669,-1.25,0.3333333333333333,0.2664387604525332,0,0,9,1,6,0,0,0,0
173208,-0.1875,2.3333333333333335,-0.7058823529411765,-0.4,-0.0012857142857142856,-0.5515543163874196,-1.0,0.625,0.020833,0,0,9,2,1,1,0,0,0
173205,0.125,-0.5,0.5294117647058824,-0.3,0.6087142857142858,-0.052114547776011676,-0.375,0.18034265103697025,0.26666666666666666,0,0,9,1,9,0,0,0,0
173203,-0.1875,0.6653333333333333,0.17647058823529413,0.6,1.1415714285714287,0.17015399848867815,-0.125,0.4838709677419355,0.09713771016813451,0,0,9,0,1,1,0,0,0
173202,0.0,0.16666666666666666,0.11764705882352941,-0.3,1.570142857142857,-0.26924981108476426,0.0,0.18181818181818182,0.09047714285714287,0,0,9,1,7,1,0,0,0
173201,1.3125,0.3333333333333333,1.4705882352941178,1.7,-0.0012857142857142856,1.097506318888918,0.5,0.5777777777777777,0.21029750000000003,1,1,7,0,3,1,0,0,0
173199,0.6875,-0.007666666666666666,-0.17647058823529413,-0.4,1.1415714285714287,-0.6728769836099748,-0.25,0.2,0.05433993953644609,0,0,9,1,3,1,0,0,1
173197,-0.8125,0.0,-0.29411764705882354,0.45,-0.0012857142857142856,0.517888318524116,-0.25,0.9,0.20625,0,0,9,1,1,1,0,0,1
173195,-0.25,0.43333333333333335,1.1764705882352942,0.1,2.1415714285714285,0.6427547749954399,0.5,0.18181818181818182,0.1550395348837209,0,0,9,0,1,1,0,0,0
173193,0.375,0.0,0.0,0.9,-0.0012857142857142856,1.0553195924642365,0.25,0.9,0.275,1,1,3,0,9,0,0,0,0
173188,-0.625,0.025,-0.17647058823529413,-0.4,2.4272857142857145,-0.5515543163874196,0.25,0.14705882352941177,0.06774959349593496,0,1,9,1,8,0,0,0,0
173187,0.3125,0.6666666666666666,-0.29411764705882354,0.45,-0.0012857142857142856,0.3713161529040832,0.0,0.9,0.1125,0,0,9,1,8,0,0,0,0
173186,-0.75,0.23333333333333334,0.5882352941176471,0.15,-0.0012857142857142856,0.06707142298772704,0.25,0.35,0.12047027027027027,1,0,7,0,7,1,0,0,0
173185,-0.625,-0.43333333333333335,-0.29411764705882354,-0.4,-0.0012857142857142856,-0.4972509576048154,0.0,0.3333333333333333,0.13480588235294116,1,1,7,0,1,0,0,0,0
173182,0.125,0.16666666666666666,-0.15123529411764705,-0.7,1.4861428571428572,-0.5362586966151601,0.125,0.07183650012571388,0.0612,0,1,9,1,8,2,0,0,1
173180,-0.625,-0.3333333333333333,0.11764705882352941,-0.4,1.4272857142857143,0.3170388513953669,0.125,0.15625,0.270835,0,0,9,0,3,0,0,0,0
173179,-0.0625,5.666666666666667,3.5294117647058822,-0.2,0.15728571428571428,0.8815957474529016,0.75,0.08630255208975465,0.0379165,0,0,9,1,8,0,0,0,1
173177,-0.625,-0.274,0.0,-0.4,0.713,-0.6728769836099748,0.125,0.2,0.07427456382001837,0,1,9,0,1,1,0,0,0
173174,1.9375,0.9333333333333333,-0.17647058823529413,-0.4,-0.0012857142857142856,-0.6728769836099748,-1.25,0.29411764705882354,0.02789137931034483,0,0,9,2,8,1,0,0,0
173173,-0.4375,-0.5333333333333333,0.29411764705882354,-0.1,0.42728571428571427,-0.343825728952237,-0.5,0.2857142857142857,0.20575000000000002,1,0,8,0,1,1,0,0,0
173169,0.1875,0.3333333333333333,-0.11764705882352941,-0.4,-0.0012857142857142856,-0.6728769836099748,-0.125,0.2777777777777778,0.0404425,1,0,2,0,3,1,0,0,0
173168,1.25,1.0,0.8823529411764706,2.25,1.070142857142857,3.2376162805847253,0.625,0.7411764705882353,0.27708333333333335,0,0,9,0,8,1,0,0,0
173166,1.625,0.2,-0.35294117647058826,-0.3,-0.0012857142857142856,-0.26924981108476426,-0.5,0.42857142857142855,0.0879638888888889,1,1,5,0,2,1,0,0,0
173164,-0.75,-0.06666666666666667,-0.06470588235294118,0.801,2.9987142857142857,0.7524037835161685,-0.875,0.4263157894736842,0.253125,0,1,9,2,8,1,0,0,0
173163,1.0,0.5,0.9941176470588236,2.34,-0.0012857142857142856,2.423326471584543,0.375,0.8780487804878049,0.3,1,0,9,1,5,1,0,0,0
173161,-0.1875,-0.3333333333333333,0.5882352941176471,0.1,0.713,-0.008677072204705902,-0.125,0.2857142857142857,0.20833500000000002,0,0,9,0,8,1,0,0,0
173156,0.0625,0.5,0.7058823529411765,-0.4,-0.0012857142857142856,-0.40678010266565917,0.0,0.15625,0.05864222222222222,0,1,9,1,6,0,1,0,1
173155,0.125,0.3333333333333333,2.215411764705882,0.1,-0.0012857142857142856,1.049925736769419,-0.875,0.17342443897193993,0.20573249999999998,1,0,9,0,7,2,0,0,0
173152,-0.1875,0.13333333333333333,0.8823529411764706,-0.4,2.855857142857143,-0.5515543163874196,0.625,0.09090909090909091,0.06127352941176471,0,0,9,1,7,0,0,0,1
173151,0.875,0.6666666666666666,0.0,-0.4,-0.0012857142857142856,-0.5515543163874196,0.125,0.25,0.041666,1,0,4,0,7,1,0,0,0
173150,-0.6875,1.6666666666666667,0.19241176470588237,0.1,-0.0012857142857142856,1.728457148813091,0.375,0.4297193932362168,0.13541625,1,0,9,0,1,1,0,0,0
173147,-0.5,-0.3403333333333333,-0.5882352941176471,-0.2,-0.0012857142857142856,-0.32008755244026366,-1.75,0.7,0.15015664477008592,0,1,9,2,1,0,0,0,0
173146,-0.25,-0.5,-0.7058823529411765,-0.2,0.05142857142857143,-0.3343929958047789,-0.625,0.8364201218783606,0.19444666666666668,0,1,9,1,8,0,0,0,0
173143,0.625,-0.16666666666666666,-0.29411764705882354,0.45,-0.0012857142857142856,0.04369804831018574,-1.0,0.9,0.174708,1,0,4,0,4,0,0,0,0
173141,0.5,0.6666666666666666,0.17647058823529413,1.17,0.0014399999999999997,0.7374208510305652,0.125,0.8992540101515786,0.1406,0,0,9,1,2,2,0,1,0
173140,0.5625,1.7666666666666666,2.9411764705882355,5.076,-0.0012857142857142856,5.3938556948172085,0.75,0.8537142857142858,0.3,1,1,4,0,6,0,0,0,0
173138,-0.3125,-0.3333333333333333,-0.5882352941176471,-0.1,-0.0012857142857142856,0.29530708497277025,-1.375,0.8,0.26666500000000004,0,0,9,1,6,1,0,0,1
173137,-0.875,-0.3333333333333333,-0.35294117647058826,0.3,-0.0012857142857142856,-0.08275790186830652,-0.125,0.8571428571428571,0.19412000000000001,1,0,7,0,9,1,0,0,0
173134,0.25,0.3333333333333333,0.0,0.9,1.1415714285714287,0.4230658988456628,-0.25,0.6428571428571429,0.14559,0,0,9,1,5,1,0,0,0
173133,0.0,-0.3333333333333333,-0.5882352941176471,-0.4,0.07442857142857143,-0.5515543163874196,-1.375,0.4748338081671415,0.10416500000000001,0,1,9,2,7,1,0,0,0
173132,-0.9375,-0.06666666666666667,0.11764705882352941,-0.4,1.4272857142857143,-0.5515543163874196,0.25,0.15625,0.07440357142857143,0,0,9,1,9,0,0,0,0
173130,1.3125,2.35,-0.058823529411764705,-0.4,0.9987142857142857,-0.5515543163874196,0.5,0.19230769230769232,0.020729353233830846,0,0,9,0,6,0,0,0,0
173125,-0.25,-0.6333333333333333,0.8823529411764706,-0.4,3.5701428571428573,-0.5515543163874196,0.625,0.08333333333333333,0.1893909090909091,0,0,9,1,1,0,0,0,0
173081,-0.4375,-0.4,0.5882352941176471,-0.4,1.713,-0.22583839278734663,0.5,0.11904761904761904,0.1851833333333333,0,0,9,1,6,0,0,0,0
173080,-0.8125,0.0,-0.5294117647058824,-0.1,-0.0012857142857142856,-0.2094744247856789,-1.125,0.7272727272727273,0.11320333333333334,0,0,9,2,5,0,0,0,0
173077,-0.5,-0.16666666666666666,2.9411764705882355,0.9,-0.0012857142857142856,0.4230658988456628,-0.75,0.2571428571428571,0.232944,0,0,9,2,5,1,0,0,0
173076,-0.5625,-0.44333333333333336,-0.23529411764705882,-0.2,-0.0012857142857142856,-0.504286421554577,-0.25,0.4375,0.13561077844311378,1,1,4,0,9,0,0,0,0
173075,0.9375,-0.1,-0.17647058823529413,0.63,-0.0012857142857142856,1.0097193631602261,0.0,0.9,0.29907407407407405,1,0,8,0,4,1,0,0,0
173071,-0.25,-0.2,-0.11764705882352941,0.72,0.14157142857142857,0.6644604841441488,0.125,0.8526315789473684,0.28125,1,0,7,1,2,1,0,0,0
173068,-1.0625,0.0,0.058823529411764705,0.6,-0.0012857142857142856,0.6970320765041562,0.5,0.7142857142857143,0.22916666666666666,1,1,6,0,1,1,0,0,0
